"","X","Rank","Artist","Lyrics","Title","album_name","release_date","total_tracks","duration","track_number","album_single","chart","stanzas","year_chart","decade","m_l_dist","rep","rel","rel_prop"
"670",30,"31","Dan Seals","Put on your bobby socks baby
Roll up your old blue jeans
There's a band playing down at the armory
That's what rock and roll really means

I wanna to ride in your 55 T-bird
Drive through some old memories
I ain't after your body baby
I just want you to dance with me

I wanna bop with you baby all night long
I wanna bop the night away
I wanna make it a night like it use to be
When our hearts were young
And our souls were free
I wanna bop with you baby all night long
I wanna be-bop baby till the break of dawn
I wanna bop with you baby all night long

I got an old photograph in my pocket
We were still in our teens
Lord, knows I feel a lot older now
But you still look the same to me

Honey, you don't ever laugh like you use to
And I don't wanna see you blue
If you may busy tonight and ya think it's all right
This is what I wanna do

I wanna bop with you baby all night long
I wanna bop the night away
I wanna make it a night like it use to be
Oh when our hearts so young and free
I wanna bop with you baby all night long
I wanna be-bop baby till the break of dawn
I wanna bop with you baby all night long

Lets twist and shout
Oh, Just like in the good old days
Baby, watch out
You know I just can't stand it
When you look at me that way

I wanna bop with you baby all night long
I wanna be-bop baby till the break of dawn
I wanna bop with you baby all night
I wanna bop with you baby all night long
I wanna be-bop baby till the break of dawn
I wanna make it a night like it use to be
When our hearts were young
And our souls were free

I wanna bop with you baby all night long
I wanna be-bop baby till the break of dawn
I wanna make it a night like it use to be
When our hearts were young and free","Bop","Bop",1985,2,219,1,"Single",1,8,1986,1980,145.392857142857,0.0714285714285714,"3",51.8987341772152
"671",32,"33","Steve Wariner","Sun is up time's at hand
There's a stir across the land
And so begins another day
On life's highway

On city streets down country roads
Like a stream the people flow
There's bread to win and tolls to pay
On life's highway

There is hope with every turn
A bridge to build, a bridge to burn
Here's hoping you never go astray
On life's highway

We are young then we're old
Passing through then passing on
Like the roses bloom and fade
On life's highway

Step by step, round and round
Never knowing where we're bound
From the cradle to the grave
On life's highway

There is hope with every turn
A bridge to build, a bridge to burn
Here's hoping you never go astray
On life's highway

Sun is up time's at hand
There's a stir across the land
And so begins another day
On life's highway","Life's Highway","Life's Highway",1985,10,195,1,"Album",1,6,1986,1980,66.8,0.0666666666666667,"3",30
"672",33,"34","The Bellamy Brothers with the Forester Sisters","My friends all say that
I'm losing touch with reality
'Cause you're just too much

My life's been going down
Even quit my job
They all say, give him up
Makes a life too hard
But I say

Too much is not enough
Too much is not enough
Too much is not enough
Of your love, love, love
Too much is not enough
Too much is not enough
Too much is not enough
Of your love, love, love

I keep praying it will never end
I just wanna be your lover
Log on to Top40db.
I don't care about my friends

You keep coming on
With that sweet caress
All those subtle looks
And that scorching kiss
And I say

Too much is not enough
Too much is not enough
Too much is not enough
Of your love, love, love
Too much is not enough
Too much is not enough
Too much is not enough
Of your love, love, love

I'm getting weaker
As the day goes by
But your mind won't
Let my body quit

Just keep thinking
'Bout your flashy smile
And everything that comes with it

One of these days
Maybe they'll understand
That I'm happiest
Melting in your hands

I can't resist you
I can't control you
I could never leave you
Just wanna hold you

Too much is not enough
Too much is not enough
Too much is not enough
Of your love, love, love
Too much is not enough
Too much is not enough
Too much is not enough
Of your love, love, love

Too much is not enough
Too much is not enough
Too much is not enough
Of your love, love, love
Too much is not enough
Too much is not enough
Too much is not enough
Of your love, love, love

My friends all say
You got to give her up
But I say

Too much is not enough
Too much is not enough
Too much is not enough
Of your love, love, love
Too much is not enough
Too much is not enough
Too much is not enough
Of your love, love, love

I'm getting weaker
As the day goes by
But I say","Too Much Is Not Enough","Too Much Is Not Enough",1986,2,230,1,"Single",1,14,1986,1980,98.9450549450549,0.0989010989010989,"2",42.8571428571429
"673",34,"35","Gary Morris","Leave me lonely, leave me alone
I got somebody special waitin' back home
She saves her love for me, I save my love for her

You're awful pretty, so pretty girl
I'd love to talk to you but I don't wanna
Lead you on to somewhere, I don't wanna go, I don't wanna go

So please understand
I'm doing the best I can

To be faithful and true
And it matters to me and her
The matter is one man faithful and true
To me, to her, and to you

Somewhere else girl, some other time
I might take you home, I might make you mine
I'd do for you what I'm doing for her

If things were different, oh, but they're now
I can't give to you what I haven't got to give anymore
I've given my love, given my love

So please understand
Doing the best I can

Please understand
I'm doing the best I can

Just leave me lonely, leave me alone
I got somebody special waitin' back home
She saves her love for me, I save my love for her

So please understand
I'm doing the best I can

To be faithful and true
And it matters to me and her
The matter is one man faithful and true
To me, to her and to you","Leave Me Lonely","Leave Me Lonely",1986,2,228,1,"Single",1,10,1986,1980,87.9777777777778,0.111111111111111,"3",56.25
"674",35,"36","Crystal Gayle","If your sweetheart sends a letter of goodbye
It's no secret you'll feel better if you cry
When waking from a bad dream don't you sometimes think it's real?
But it's only false emotions that you feel

If your heartaches seem to hang around too long
And your blues keep getting bluer with each song
Remember sunshine can be found behind the cloudy skies
So let your hair down and go on and cry

If your heartaches seem to hang around too long
And your blues keep getting bluer with each song
Well, just remember, sunshine can be found behind the cloudy skies
So let your hair down and go on and cry
Let your hair down, baby, go on and cry","Cry","The Best Of Crystal Gayle",1986,10,256,1,"Album",1,2,1986,1980,177,0,"2",66.6666666666667
"675",37,"38"," Exile","Girl, you know it wouldn't take much
Just one little bitty touch from you
You could make me feel so fine
If you're so inclined to

If you feel like dancing
Let it show
Tell me anything
But please don't say no

I could get used to you
Oh, darling, you're so fine
I could grow accustomed to
Your body layin' right next to mine

If you would walk on my way
Girl, I'd give my heart away to you
Dancing all through the night
Holding each other tight
Darling that's what I'd like to do with you babe

I could get used to you
Oh, darling, you're so fine
I could grow accustomed to
Your body layin' right next to mine

I could get used to you
Oh, darling, you're so fine
I could grow accustomed to
Your body layin' right next to mine

I could get used to you
Oh, darling, you're so fine
I could grow accustomed to
Your body layin' right next to mine
I could get used to you","I Could Get Used To You","I Could Get Used To You",1985,2,161,1,"Single",1,6,1986,1980,87.1333333333333,0.2,"2",46.6666666666667
"676",1,"2","Michael Johnson","He asked her, ""What gifts can I bring you
To prove that my love for you is true?
I want to make you mine forever
There's nothing on this earth I would not do""

She said, ""Anything I've wanted
You have given willingly
So now there's only one more thing I need""

If you love me, give me wings
And don't be afraid if I fly
A bird in a cage will forget how to sing
If you love me, give me wings

He walked over to the window
He silently stared into space
Then he said, ""Well, I just want to protect you
'Cause this world is a dangerous place""

She put her arms around him
She said, ""I know you mean well
But there are lessons I must learn for myself""

So if you love me, give me wings
And don't be afraid if I fly
A bird in a cage will forget how to sing
And you can trust me, so give me wings

She said, ""Up above the clouds
You can see forever
And I know you and I can learn to fly together""

If you love me, give me wings
Don't be afraid if I fly
A bird in a cage will forget how to sing
And you can trust me, so give me wings

If you really love me
Give me wings","Give Me Wings","Give Me Wings",1986,2,218,1,"Single",1,8,1987,1980,98.8214285714286,0.107142857142857,"3",47.5409836065574
"677",3,"4","Dan Seals","I've often wondered what would I do 
If I found you alone like this 
Would I remember 
What I've got at home 
Or forget it all with your kiss 
'Cause when you left me 
I was hurtin' so 
She picked me up off the ground 
And I do love her, I want you to know 
That I never want to let her down 

But you still move me 
Though I'd never let her know 
There's a place inside of me that just won't let you go 
And every time I hold her in my arms 
Or look into her eyes 
I wonder this time, does it show 
'Cause you still move me 

I guess I'd better leave now 
Before it's too late 
Before these feelings go too far 
But I had to see you 
Just one more time 
'Cause it's been tearing me apart 
'Cause you still move me 
And I wonder how much longer can this go on 
The feelin' wrong, I know it's wrong 
And I don't know which way to turn 
Here with you, or home with her 

But you still move me 
Though I'd never let her know 
There's a place inside of me that just won't let you go 
And every time I hold her in my arms 
Or look into her eyes 
I wonder this time, does it show 
'Cause you still move me 
'Cause you move me, God you move me","You Still Move Me ","You Still Move Me /  I'm Still Strung Out On You",1986,2,308,1,"Single",1,3,1987,1980,152,0.333333333333333,"3",47.2972972972973
"678",4,"5","Reba McEntire","The kid down the street mowes the grass every week 
The neighbor next door fixed the roof where it leaked 
Job's going fine and the bills are all paid 
And everyone thinks that I'm doing OK 

There's a guy down at work 
He's asked me out once or twice 
I haven't said yes 
But I'm thinking I might 
And on my way home I thought I saw you walk by 
If only I could get you out of my mind 

What in the world am I gonna do about you 
Oh your memory keeps coming back 
From out of the blue 
Oh well I try 
And I try 
But I still can't believe that we're through 
So tell me what in the world am I gonna do about you 
What am I gonna do about you 

I went to the store 
But it wasn't much fun 
It doesn't take long when you're shopping for one 
Standing in line I thought I saw you walk in 
And that's when it started all over again 

What in the world am I gonna do about you 
Oh your memory keeps coming back 
From out of the blue 
Oh well I try 
And I try 
But I still can't believe that we're through 
So tell me what in the world am I gonna do about you 
What am I gonna do about you 
Darling what am I gonna do about you","What Am I Gonna Do About You","What Am I Gonna Do About You",1986,10,208,2,"Album",1,4,1987,1980,162,0.166666666666667,"3",51.7241379310345
"679",8,"9","Rosanne Cash","Just one more kiss, she'll have to miss this night with you 
Now you're guilty of this secret love, as I am too 
You'll get used to telling lies, feeling sorry when she cries 
Now that the strings aren't attached, you'll catch on, we've done our part 
Oh, and this is the way we make a broken heart 

Lesson number one, we've just begun to hurt her so 
And with lesson two she'll long for you when lights are low 
And we get to lesson three when she gets down on her knees 
And begs you to stop at the door just before she comes apart 
Oh, this is the way we make a broken heart 

Now we've made a trail of tears for her to follow 
And we've thought of every line that she might swallow 

And with lesson four, there'll be no more for her to bear 
And on some dark night we'll dim the lights on this affair 
Then she'll find somebody new and he'll likely hurt her too 
'Cause there must be millions just like you and me, practiced in the art 
Oh, and this is the way we make a broken heart 
Oh, and this is the way we make a broken heart 

Ay yi, yi, yi, yi, yi, yi, yi 
This is the way we make a broken heart 
Ay yi, yi, yi, yi, yi, yi, yi, yi, yi
This is the way, this is the way, this is the way, this is the way 
Oh, this is the way we make a broken heart","The Way We Make A Broken Heart","The Way We Make A Broken Heart / 707",1987,2,215,1,"Single",1,4,1987,1980,191.166666666667,0,"3",31.25
"680",9,"10","Ricky Van Shelton","Hello, yeah, this is me
Lord, it's been a long, long time
I know this ain't no social call 
So, go ahead, get it off your mind

You heard what? Well, it ain't true 
I was here most all last night
I got over you the day you left 
Could it be somebody lied?

They said what? That I was cryin'?
I haven't shed a tear in years
That I spoke your name? Well, that's insane 
I've hardly noticed you're not here

That I showed your picture to some stranger?
Don't you think I've got no pride
They've been here at home, face down on a shelf 
Lord, I bet somebody lied

But if they were true 
What would it matter to you?
Would it change the way you feel?
If the rumors were right
Would you be here tonight 
To help this old heart heal

Well, don't worry, it wasn't me 
Just someone whose world was torn in two
Someone who looks a lot like me 
And loves someone like you

So, forget the tears I've never cried 
Lord, I bet somebody lied","Somebody Lied","Somebody Lied",1987,2,200,1,"Single",1,6,1987,1980,110.6,0.2,"3",29.4117647058824
"681",10,"11","Reba McEntire","I didn't see the fire burn to ashes
Couldn't feel the winds of change
I was lost inside the passion
Blinded by the memory of a flame

Guess I should've felt it when you touched me
I should've seen it in your eyes
Well I believed you really loved me,
Why can't I believe you said goodbye?

Oh why, is the last one to know
The first one to cry and the last to let go
And why, is the one left behind,
The one left to love, with no one to hold,
The last one to know

It would be easier to face the morning
If you were holding me tonight
You left me without a warning
Holding on to a heartache
While she's holding you tight

Tell me why, is the last one to know
The first one to cry and the last to let go
And why, is the one left behind,
The one left with love, with no one to hold
The last one to know","The Last One To Know","The Last One To Know",1987,10,194,1,"Album",1,4,1987,1980,105.833333333333,0.166666666666667,"3",47.8260869565217
"682",11,"12","Restless Heart","It's no secret
Somebody waits at home for you
And I know how hard
This is for you to do

So if you really believe
This love is so wrong
We don't have to carry on
But still I wonder

Why does it have to be
Wrong or right?
Why does it have to be
One way or the other?
Won't somebody please
Please tell me

Why does it have to be
Black or white?
Why do we have to hurt
One to love another?
Oh, tell me why?
Why does it have to be?

Can't say that you didn't know
Where this might lead
And I know I couldn't have been
That hard to read

But we both know
This is not where you belong
There's no need to carry on
Ah, but I can't help but wonder

Why does it have to be
Wrong or right?
Why does it have to be
One way or the other?
Won't somebody please
Please tell me

Why does it have to be
Black or white?
Why do we have to hurt
One to love another?
Oh, tell me why?
Why does it have to be?

Why does it have to be
Wrong or right?
Why does it have to be
One way or the other?
(Won't somebody please)
Won't somebody please
Please tell me

Why does it have to be
Black or white?
Why do we have to hurt
One to love another?
(Oh, tell me, oh, tell me)
Oh, tell me why?

Oh, tell me why does it have to be
Wrong or right?
Why does it have to be
One way or the other?
Won't somebody please
Please tell me

Why does it have to be
Black or white?
Why do we have to hurt
One to love another?
(Oh, tell me)
Oh, tell me why?

(Oh, tell me)
Why does it have to be
Wrong or right?
Why does it have to be
One way or the other?
Won't somebody please
Please tell me

Why does it have to be
Black or white?
Why do we have to hurt
One to love another?","Why Does It Have To Be (Wrong Or Right)","Why Does It Have To Be (Wrong Or Right) / Hummingbird",1986,2,182,1,"Single",1,13,1987,1980,68.5769230769231,0.166666666666667,"3",40.625
"683",12,"13"," Reba McEntire","I would have waited forever
If I'd known that you'd be here
We could have shared our lives together
And held each other close all through the years
But I met someone before you
And my heart just couldn't wait
So no matter how much I adore you
I've got to stand behind the promise that I made

Where were you
When I could have loved you?
Where were you
When I gave my heart away?
All my life I've been dreaming of you
You came along one promise too late
You came along one promise too late

I won't say that I'm sorry that I met you
I can't have you, but I never will forget you

Where were you
When I could have loved you?
Where were you
When I gave my heart away?
All my life I've been dreaming of you
You came along one promise too late
You came along one promise too late

Where were you
When I could have loved you
Where were you
When I gave my heart away
All my life I've been dreaming of you
You came along one promise too late
You came along one promise too late","One Promise Too Late","Reba McEntire's Greatest Hits",1987,10,205,10,"Album",1,4,1987,1980,152.666666666667,0.166666666666667,"3",52.7272727272727
"684",15,"16","Oak Ridge Boys","It'll lead you on, it'll run you off
Hurt twice as long when you're double-crossed
It's hard to trust, this crazy love.
It's a breaking heart at the bitter end
Bouncing back just to fall again
It's winning big or losing touch.

Wo-oh, this crazy love
Wo-oh, this crazy love.

It gives and it takes when it's strong
Nothing takes its place when it's gone
First it's good news and then its good-bye
But the good is worth the tears that you cry.

It'll fly you high; it'll shoot you down
Toss you heart in the lost and found
It pays rough, this crazy love.
It's a game of hearts, the joker's wild
A come on look or a tender smile
Can raise your hand or call your bluff.

Wo-oh, this crazy love
Wo-oh, this crazy love.

It'll lead you on, it'll run you off
Hurt twice as long when you're double-crossed
It's hard to trust, this crazy love.
It's a breaking heart at the bitter end
Bouncing back just to fall again
It's winning big or losing touch.

Wo-oh, this crazy love.
Wo-oh, this crazy love.
Wo-oh, this crazy love.
Wo-oh, this crazy love.
Wo-oh, this crazy love.
Wo-oh, this crazy love.","This Crazy Love","This Crazy Love",1987,2,181,1,"Single",1,6,1987,1980,142.4,0.0666666666666667,"1",60
"685",18,"19","Dolly Parton, Emmylou Harris & Linda Ronstadt","To know know know him
Is to love love love him
Just to see him smile
Makes my life worthwhile
To know know know him
Is to love love love him
And I do

I'll be good to him
I'll bring love to him
Everyone says there'll come a day
When I'll walk alongside of him
Yes just to know him
Is to love love love him
And I do

Why can't he see
How blind can he be
Someday he will see
That he was meant for me
Oh

To know know know him
Is to love love love him
Just to see him smile
Makes my life worthwhile
To know know know him
Is to love love love him
And I do","To Know Him Is To Love Him","To Know Him Is To Love Him",1987,2,228,1,"Single",1,3,1987,1980,58,0.333333333333333,"1",63.3333333333333
"686",21,"22","Steve Wariner","A couple of days, isn't a very long time
Why can't I just walk away
I used to be good at goodbye
But out on the water
Under the stars
I let the moonlight play a trick on my heart

You had some fun for the weekend
But I'll be in love for the rest of my life
You took me out to the deep end
And I fell right over
I didn't think twice
I finally got something worth keepin'
And if I can't have you tonight
At least I had the weekend

The radio plays, the sound of the waves rollin' in
The smell of the night
Sure can get under your skin
Just for a moment
I held you too close
Now I'm all out of time, and I don't wanna let go

You had some fun for the weekend
But I'll be in love for the rest of my life
You took me out to the deep end
And I fell right over
I didn't think twice
I finally got something worth keepin'
And if I can't have you tonight
At least I had the weekend

How much can happen in a night or two?
I guess it's all depending on your point of view

You had some fun for the weekend
But I'll be in love for the rest of my life
You took me out to the deep end
And I fell right over
I didn't think twice
I finally got something worth keepin'
And if I can't have you tonight
At least I had the weekend

You had some fun for the weekend
But I'll be in love for the rest of my life
You took me out to the deep end
And I fell right over
I didn't think twice
I finally got something worth keepin'
And if I can't have you tonight
At least I had the weekend","The Weekend","It's A Crazy World",1987,10,228,9,"Album",1,6,1987,1980,139.266666666667,0.2,"3",66.6666666666667
"687",23,"24","Restless Heart","Changin' my life with your love
Has been so easy for you
And I'm amazed every day
And I'll need you

Till all the mountains are valleys
And every ocean is dry, my love

I'll be yours
Until the sun doesn't shine
Till time stands still
Until the winds don't blow

When today is just a memory to me
I know I'll still be loving
I'll still be loving you
I'll still be loving you

Never before did I know
How loving someone could be
Now I can see, you and me
For a lifetime

Until the last moon is rising
You'll see the love in my eyes, my love

I'll be yours
Until the sun doesn't shine
Till time stands still
Until the winds don't blow

When today is just a memory to me
I know I'll still be loving
I'll still be loving you

I'll be yours
Until the sun doesn't shine
Till time stands still
Until the winds don't blow

When today is just a memory to me
I know I'll still be loving
I'll still be loving you

I'll still be loving you
I'll still be loving
I'll still be loving you
I'll still be loving
I'll still be loving you
I'll still be loving
I'll still be loving you","I'll Still Be Loving You","I'll Still Be Loving You",1987,2,237,1,"Single",1,10,1987,1980,72.9777777777778,0.111111111111111,"3",65.3061224489796
"688",24,"25","Randy Travis","You're my always and forever
You're the one that hung the moon
After all these nights together
I still get lost in your perfume

And if I could write a love song
Every line would tell the truth
It would be a warm and soft one
And my heart would say to you

When you see me walk on water
When the sea don't reach the shore
When the fires of hell freeze over
I won't need you anymore

Oh the feelings lay so easy
Lying here the way we are
No one else could ever hold me
Like the heavens hold the stars

When you see me walk on water
When the sea don't reach the shore
When the fires of hell freeze over
I won't need you anymore
I won't need you anymore","I Won't Need You Anymore","Always & Forever",1987,10,189,5,"Album",1,4,1987,1980,86.5,0.166666666666667,"3",50
"689",25,"26","Dan Seals","I remember when I was back in school
The teachers always wanted me to learn the rules
But I was studyin' girls on Friday night
I said if I could learn this, everything's gonna be alright

You see, first time love, I was too young
Second time, I was left holdin' on
Third time's a charm, but I got burned
Three time loser will never learn

I grew up and I thought that things would change
Got more mature, but I guess we stay the same
But I still believe in a starry night
And I keep on waitin' for the one that will turn out right

You see, first time love, I was too young
Second time, I was left holdin' on
Third time's a charm, but I got burned
Three time loser will never learn

Been down one time
Been down two times
Been down three times, burned
First time loser, second time user
Third time, you'd think that I would learn
But I won't learn

Been down one time
Been down two times
Been down three times, burned
First time loser, second time user
Third time, you'd think that I would learn
But I won't learn

First time love, I was too young
Second time, I was left holdin' on
Third time's a charm, but I got burned
Three time loser will never learn

First time, I was too young
Second time, I was left holdin' on
Third time's a charm, but I got burned
Three time loser will never learn","Three Time Loser","Three Time Loser",1987,2,182,1,"Single",1,7,1987,1980,105.571428571429,0.19047619047619,"3",80
"690",26,"27","Steve Wariner","I woke up screaming this morning
I sat bolt upright in bed
I saw the red sky dawning
Must have been something I read

Lynda do you want to dance
Lynda give me half a chance
Lynda just a passing glance
And we'll fall in love

I don't see no ship going under
Don't hear no pouring rain
Don't hear no lightning and thunder
I just hear the sound of your name

Lynda do you want to dance
Lynda give me half a chance
Lynda just a passing glance
And we'll fall in love

Keep the machinery running
If it ever gets out of hand
You can be my wonder woman
And I'll just be your spider man

Lynda do you want to dance
Lynda give me half a chance
Lynda just a passing glance
And we'll fall in love

Lynda do you want to dance
Lynda give me half a chance
Lynda just a passing glance
And we'll fall in love

Lynda
Lynda","Lynda","Lynda",1987,2,184,1,"Single",1,7,1987,1980,82,0.142857142857143,"3",64
"691",28,"29","Crystal Gayle","I know that it's late now but I had to call
So don't you hang up on me till I've said it all
It's a crazy situation but I can't handle it alone
So many complications, it's hard to tell you on the phone

While I'm unwinding
Let me give the bottom line
Come back home

Got a little heartache, you can make it better
Got a little heartache, it's tearing me apart
If you don't want to listen to what I say
I'm gonna give it to you anyway
Straight to the heart, straight to the heart

You could blame it on my actions
But I did not mean to hurt
I could blame your cold reactions
Tell me, did you mean those words?

Well, I guess it's true
Everything you say and do
Goes to my heart

Got a little heartache, you can make it better
Got a little heartache, it's tearing me apart
If you don't want to listen to what I say
I'm gonna give it to you anyway
Straight to the heart, straight to the heart

Well, I guess it's true
Everything you say and do
Goes to my heart

Got a little heartache, you can make it better
Got a little heartache, it's tearing me apart
If you don't want to listen to what I say
I'm gonna give it to you anyway
Straight to the heart, straight to the heart

Got a little heartache, you can make it better
Got a little heartache, it's tearing me apart
If you don't want to listen to what I say
I'm gonna give it to you anyway
Straight to the heart, straight to the heart

Got a little heartache, you can make it better
Got a little heartache, it's tearing me apart
If you don't want to listen to what I say
I'm gonna give it to you anyway
Straight to the heart, straight to the heart","Straight To The Heart","Straight To The Heart",1986,10,235,1,"Album",1,9,1987,1980,118.111111111111,0.25,"3",36.5853658536585
"692",32,"33","Ronnie Milsap & Kenny Rogers","Don't call her up anymore
'Cause I don't wanna hear your voice
I don't wanna see your face answer her door
Make no mistake, she's mine... she's mine
She only knows how I feel
I only know what she's like when she needs me
Oh, how she needs me... deep in the night
Make no mistake, she's mine... she's mine... no she's mine

Don't get too close when you dance
'Cause I don't wanna hear from my friends
You were out on the town
With her in your arms, with her in your arms... her in your arms

Don't include her in your dreams
I don't wanna close my eyes... no
I don't wanna know where she goes
Each night when she leaves me
Make no mistake, make no mistake... she's mine, she's mine... no she's mine

Don't call her up anymore
No don't call her up anymore
Don't call her up","Make No Mistake, She's Mine","Make No Mistake, She's Mine",1987,2,236,1,"Single",1,3,1987,1980,204,0.333333333333333,"1",44.2307692307692
"693",34,"35","Hank Williams Jr.","Well my momma met my daddy down in Alabam'
They tied the knot so here I am
Born on the bayou on the Texas line
Loved Louisiana and raised on jambalaya

Now before I could walk I had a guitar in my hand
By the time I could talk I had my own band
Went on the road when I was eight years old
When I turned fifteen I was stealing the show

Money to burn and the girls were pretty
It didn't take me long to learn that I was born to boogie

When I was eighteen I went to Hollywood
I met Elvis, Marilynand Johnny B. Goode
Got my guitar painted in the California sun
A red Cadillac having to much fun

Now we were playing them halls and jammin' then
Until they moved me on over to M.G.M
They said this is the boy we've been telling you about
He lit a cigar and stuck his hand out


He said son have we got a deal for you
Gonna make you a star give you fifty thousand too
I told him my Momma didn't raise no fool
I'll take your money, I'll make you a movie, but I can tell ya' right now I am born to boogie

Well my name is Bocephus I drink whiskey by the gallon
And I never back down and I love a good challenge
What I do now is what I did then
I like to get down with all my rowdy friends

Now I can be sweet and I can be mean
I still got my hat and I still wear my jeans
My shades are chrome, my guitar is steal
If you think I won't then believe me I will

Get down on you baby because I ain't no rookie
I was put here to party and I was born to boogie","Born To Boogie","Born To Boogie",1987,10,162,1,"Album",1,9,1987,1980,140,0.138888888888889,"3",70.4225352112676
"694",35,"36","The Judds","If you hear her cry at night
Better turn on your light
Maybe your baby's got the blues
When she says there's nothing wrong
She just wants to be alone
You can bet your baby's got the blues

Women like men to make the first move
And touch her like he used to
When there's achin' in her heart
Only tenderness can find
Women like men to make them feel alive
And keep her apron strings untied
Yes women like men
To love them through the blues sometime

When her days all run the same
And she says she thinks she needs a change
Maybe your baby's got the blues
If she says she's just a wife
And so far from the glamorous life
You can bet your baby's got the blues

Yes, women like men to love them through the blues sometimes","Maybe Your Baby's Got The Blues","Maybe Your Baby's Got The Blues",1987,2,211,1,"Single",1,3,1987,1980,178.333333333333,0.333333333333333,"1",59.2592592592593
"695",36,"37","Kenny Rogers","It's been a long time since I walked
Through this old town
But oh how the memories start to flow
And there's the old movie house
They finally closed it down
You could find me there every Friday night
Twenty years ago.

I worked the counter at the drugstore down the street
But nobody's left there I would know
On Saturday mornings that's where
All my friends would meet
You'd be surprised to know what a dime would buy
Twenty years ago.

All my memories from those days come gather round me
What I'd give if they could take me back in time
It almost seems like yesterday
Where do the good times go?
Life was so much easier twenty years ago.

I guess I should stop by Mr. Johnson's hardware store
His only son was my friend Joe
But he joined the army back in 1964
How could we know he would never come back
Twenty years ago...","Twenty Years Ago","Twenty Years Ago",1987,2,224,1,"Single",1,3,1987,1980,148.666666666667,0,"3",46.4285714285714
"696",38,"39","George Strait","All my ex's live in Texas
And Texas is the place I'd really love to be
But all my ex's live in Texas
And that's why I hang my hat in Tennessee.

Rosanna's down in Texarkana
Wanted me to push her broom
Sweet Eileen's in Abilene
She forgot I hung the moon
And Allison's in Galveston
Somehow lost her sanity
And Dimple's who now lives in Temple's
Got the law looking for me.

All my ex's live in Texas
And Texas is the place I'd really love to be
But all my ex's live in Texas
And that's why I hang my hat in Tennessee.

I remember that old Frio River
Where I learned to swim
But it brings to mind another time
Where I wore my welcome thin
By transcendental meditation
I go there each night
But I always come back to myself
Long before daylight.

All my ex's live in Texas
And Texas is the place I'd really love to be
But all my ex's live in Texas
Therefore I reside in Tennessee.

Some folks think I'm hidin'
It's been rumored that I died
But I'm alive and well in Tennessee...","All My Ex's Live In Texas","All My Ex's Live In Texas",1987,2,197,1,"Single",1,5,1987,1980,138.3,0.1,"3",75
"697",39,"40","T. Graham Brown","All over town the bars are closing down one by one the lights grow dim
I've been sitting here drinking thinking about you out somewhere with him
He's just one of the many men you've tried still you tell me you ain't satisfied
He won't run, don't go to strangers

I've seen you out on the prowl like this night after night after night
Looking for love but you settle for a kiss and unknown arms to hold you tight
But it seems no matter what you do it never turn out like you wanted it to
You wanted love, real true love, if you want love don't go to strangers

Every night I have this dream you're gonna wake up and understand
That all the love you've been looking for is right here in your hand oh my love

How many nights are you gonna lay down your sweet love to someone you don't really want
Don't you see that you'd be better off with me I'd be much more that your confidant
All's I'm the one you tell you troubles to you told me everything but I love you
Oh my love, true love if you want some love don't go to strangers","Don't Go To Strangers","Don't Go To Strangers / Rock It, Billy",1986,2,240,1,"Single",1,3,1987,1980,202,0,"2",53.1914893617021
"698",40,"41","George Strait","If you leave me
I won't miss you
And I won't ever take you back
Girl, your memory
Won't ever haunt me
'Cause I don't love you
Now, if you'll buy that

I got some ocean front property in Arizona
From my front porch you can see the sea
I got some ocean front property in Arizona
If you'll buy that, I'll throw the Golden Gate in free

I don't worship
The ground you walk on
I never have and that's a fact
I won't follow
Or try to find you
'Cause I don't love you
Now, if you'll buy that

I got some ocean front property in Arizona
From my front porch you can see the sea
I got some ocean front property in Arizona
If you'll buy that, I'll throw the Golden Gate in free

I got some ocean front property in Arizona
From my front porch you can see the sea
I got some ocean front property in Arizona
If you'll buy that, I'll throw the Golden Gate in free

Yeah, if you'll buy that, I'll throw the Golden Gate in free","Ocean Front Property","Ocean Front Property",1987,10,186,4,"Album",1,5,1987,1980,109.7,0.1,"3",47.8260869565217
"699",41,"42","Ricky Van Shelton","If she seems cold and bitter, then I beg of you
Just stop and consider all she's gone through
Don't be quick to condemn her for things she might say
Just remember, life turned her that way

She's been walked on and stepped on so many times
And I hate to admit it, but the last footprint's mine
She was crying when I met her, she cries harder today
So don't blame her, life turned her that way

She's been walked on and stepped on so many times
And I hate to admit it, but the last footprint's mine
She was crying when I met her, she cries harder today
So don't blame her, life turned her that way
So don't blame her, life turned her that way","Life Turned Her That Way","Life Turned Her That Way",1987,2,199,1,"Single",1,2,1987,1980,149,0,"1",77.7777777777778
